term,en,pl
Examine/GrandHallNIGHTExamAquaTube/Section ds7 Choice 1,Pull it.,Pociągnij go.
Examine/GrandHallNIGHTExamAquaTube/Section ds7 Choice 2,Leave it alone.,Zostaw go w spokoju.
Examine/GrandHallNIGHTExamAquaTube/Section ds8,...,...
Examine/GrandHallNIGHTExamAquaTube2/Section ds1,A ladder.,Drabina.
Examine/GrandHallNIGHTExamAquaTube2/Section ds11,Wanna go up?,Chcesz wejść na górę?
Examine/GrandHallNIGHTExamAquaTube2/Section ds11 Choice 1,Climb the ladder.,Wejdź po drabinie.
Examine/GrandHallNIGHTExamAquaTube2/Section ds11 Choice 2,Leave it alone.,Zostaw to w spokoju.
Examine/GrandHallNIGHTExamFamilyTree/Section ds1,The family tree.,Drzewo genealogiczne.
Examine/GrandHallNIGHTExamFamilyTree/Section ds10,...I can just about still make it out.,...jeszcze jakoś udaje mi się je rozpoznać.
Examine/GrandHallNIGHTExamFamilyTree/Section ds10 Choice 1,Look closer.,Przyjrzyj się bliżej.
Examine/GrandHallNIGHTExamFamilyTree/Section ds10 Choice 2,No need.,Nie trzeba.
Examine/GrandHallNIGHTExamNothing/Section ds1,Let's look for a way into the study.,Poszukajmy drogi do gabinetu.
Examine/GrandHallNIGHTExamNothing/Section ds7,The room was marked on the building plans we found.,"Ten pokój był zaznaczony na planach budynku, które znaleźliśmy."
Examine/GrandHallNIGHTExamNothing/Section ds9,It's somewhere in the middle of the house.,Jest gdzieś w środku domu.
Examine/GreenhouseExamBase/Section ds0,It's bigger in here than I thought it would be.,"Jest tu większy, niż myślałem."
Examine/GreenhouseExamBase/Section ds2,One of the many mystical properties of indoor landscaping.,Jedna z wielu mistycznych właściwości ogrodnictwa wewnętrznego.
Examine/GreenhouseExamBeetle/Section ds1,That's a handsome beetle.,To przystojny żuk.
Examine/GreenhouseExamBeetle/Section ds3,Looks like he might have magic powers...,"Wygląda, jakby mógł mieć magiczne moce..."
Examine/GreenhouseExamBeetle/Section ds4,...,...
Examine/GreenhouseExamBoard/Section ds0,A little chart of... uh-,Mały wykres czegoś... yy-
Examine/GreenhouseExamBoard/Section ds2,Actually I have no idea what it's about.,"Właściwie nie mam pojęcia, o co w tym chodzi."
Examine/GreenhouseExamBoard/Section ds2 Choice 1,Look closer.,Przyjrzyj się bliżej.
Examine/GreenhouseExamBoard/Section ds2 Choice 2,Leave it alone.,Zostaw to w spokoju.
Examine/GreenhouseExamFloor/Section ds1,...bit of a [h]decadent[/h] flooring choice for a greenhouse.,...dość [h]wystawny[/h] wybór podłogi jak na szklarnię.
Examine/GreenhouseExamFlowers/Section ds4,All the flowers here look kinda poisonous...,Wszystkie kwiaty tutaj wyglądają trochę trująco...
Examine/GreenhouseExamFlowers/Section ds5,Can flowers be poisonous?,Kwiaty mogą być trujące?
Examine/GreenhouseExamFlowers/Section ds6,Anything can be poisonous.,Wszystko może być trujące.
Examine/GreenhouseExamFlowers/Section ds7,Good to know.,Dobrze wiedzieć.
Examine/GreenhouseExamHangingBaskets/Section ds0,"Hanging baskets.
They're so high up...","Wiszące koszyki.
Tak wysoko..."
Examine/GreenhouseExamHangingBaskets/Section ds3,"To you, maybe.","Dla ciebie, może."
Examine/GreenhouseExamHangingBaskets/Section ds4,...you're only [i]two inches[/i] taller than me.,...jesteś ode mnie wyższy zaledwie o [i]pięć centymetrów[/i].
Examine/GreenhouseExamHangingBaskets/Section ds5,Two inches makes [h]all[/h] the difference.,Pięć centymetrów robi [h]całą[/h] różnicę.
Examine/GreenhouseExamPears/Section ds0,"-is that fruit?
It's shaped like fruit.","-czy to owoc?
Ma kształt owocu."
Examine/GreenhouseExamPears/Section ds1,Too shiny to be fruit.,Zbyt błyszczący jak na owoc.
Examine/GreenhouseExamPears/Section ds3,"Safe to eat, d'you think?","Bezpieczny do jedzenia, jak myślisz?"
Examine/GreenhouseExamPears/Section ds4,I'm gonna say no.,"Powiedziałabym, że nie."
Examine/GreenhouseExamPears/Section ds5,"I think it's glowing a little, too.","Wydaje mi się też, że lekko się świeci."
Examine/GreenhouseExamPottedFruit/Section ds0,This one's in a little pot.,Ten jest w małej donicy.
Examine/GreenhouseExamPottedFruit/Section ds1,"Okay, that is [h]definitely[/h] not edible.","Dobra, to [h]zdecydowanie[/h] niejadalne."
Examine/GreenhouseExamPottedFruit/Section ds2,"It looks like a gemstone.
Don't you think?","Wygląda jak kamień szlachetny.
Nie sądzisz?"
Examine/GreenhouseExamSoil/Section ds0,Bags of soil.,Worki ziemi.
Examine/GreenhouseExamSoil/Section ds2,It's so... [h]blue.[/h],Jest taka... [h]niebieska.[/h]
Examine/GreenhouseExamTools/Section ds0,Tools.,Narzędzia.
Examine/GreenhouseExamTools/Section ds3,Used by a gardener.,Używane przez ogrodnika.
Examine/GreenhouseExamTools/Section ds4,For gardening.,Do ogrodnictwa.
Examine/GreenhouseExamWindows/Section ds0,It's glass...,To szkło...
Examine/GreenhouseExamWindows/Section ds2,Total oxymoron.,Całkowity oksymoron.
Examine/GreenhouseExamWindows/Section ds3,But - I can't see through it.,Ale - nie widzę przez nie.
Examine/GreenhouseExamWindows/Section ds4,I am not!!,Wcale nie jestem!!
Examine/HarmonographPickup/Section ds0,What [h]is[/h] it...?,Co to [h]jest[/h]...?
Examine/HarmonographPickup/Section ds0 Choice 1,Pick it up.,Podnieś to.
Examine/HarmonographPickup/Section ds0 Choice 2,Leave it alone.,Zostaw to w spokoju.
Examine/HarmonographPickup/Section ds17,...,...
Examine/HarmonographPickup/Section ds18,What does it say?,Co tam jest napisane?
Examine/HarmonographPickup/Section ds19,Grimoire?,Grimoire?
Examine/HarmonographPickup/Section ds21,...this wasn't here before.,...tego tu wcześniej nie było.
Examine/HarmonographPickup/Section ds6,It's a little wooden toy. Looks kinda like a crab...?,To mała drewniana zabawka. Wygląda trochę jak krab...?
Examine/HarmonographPickup/Section ds7,There's a note stuck to the back...,Z tyłu przyklejona jest karteczka...
Examine/HarpStatueBackOut/Section ds0,Something tells me we're not gonna solve this just yet.,"Coś mi mówi, że jeszcze tego nie rozwiążemy."
Examine/HarpStatueBackOut/Section ds2,Let's come back later. ,Wróćmy do tego później. 
Examine/HarpStatueExamineDuring/Section ds10,It's the truth I swear!,"To prawda, przysięgam!"
Examine/HarpStatueExamineDuring/Section ds11,A little handheld one - only eight strings. ,"Małą, ręczną - tylko osiem strun. "
Examine/HarpStatueExamineDuring/Section ds13,Looks like he's playing a semi-grand pedal harp.,"Wygląda, jakby grał na pół-koncertowej harfie pedałowej."
Examine/HarpStatueExamineDuring/Section ds16,"You some kind of harp expert, Sally?","Jesteś jakąś ekspertką od harf, Sally?"
Examine/HarpStatueExamineDuring/Section ds7,Did you not know? I had a harp when I was a kid.,"Nie wiedziałeś? Miałam harfę, kiedy byłam dzieckiem."
Examine/HarpStatueExamineDuring/Section ds9,Lyre.,Lira.
Examine/HarpStatueFINALBackOut/Section ds6,I'm [h]sure[/h] we can solve this now...,"Jestem [h]pewien[/h], że możemy to teraz rozwiązać..."
Examine/HarpStatueFINALOnEnter/Section ds2,"You know, I think we might be able to solve this now.","Wiesz, myślę, że możemy to teraz rozwiązać."
Examine/HarpStatueFINALSuccess1/Section ds0,...,...
Examine/HarpStatueFINALSuccess1/Section ds2,That's [h]gotta[/h] be right...,To [h]musi[/h] być poprawne...
Examine/HarpStatueFINALSuccess1/Section ds3,Nothing.,Nic.
Examine/HarpStatueFINALSuccess1/Section ds4,Maybe it's broken.,Może jest zepsuty.
Examine/HarpStatueFINALSuccess1/Section ds5,Wait...,Czekaj...
Examine/HarpStatueFINALSuccess1/Section ds6,Do you hear that?,Słyszysz to?
Examine/HarpStatueOnEnter/Section ds4,"This isn't just a regular statue, is it?","To nie jest zwykły posąg, prawda?"
Examine/HarpStatueOnEnter/Section ds8,Something tells me we're not gonna solve this just yet.,"Coś mi mówi, że jeszcze tego nie rozwiążemy."
Examine/HawkshawSuspicionUnlock/Section ds0,There's something about Hawkshaw's handheld microscope.,Jest coś w kwestii ręcznego mikroskopu Hawkshaw.
Examine/HawkshawSuspicionUnlock/Section ds1,Let's ask her about it.,Zapytajmy ją o to.
Examine/HawkshawSuspicionUnlock/Section ds1 Choice 1,Let's go now.,Idźmy teraz.
Examine/HawkshawSuspicionUnlock/Section ds1 Choice 2,Later.,Później.
Examine/HawkshawSuspicionUnlock/Section ds2,Something... [h]suspicious.[/h],Coś... [h]podejrzanego.[/h]
Examine/Its the sky/Section ds0,It's the sky.,To niebo.
Examine/LabBoardExamLeft/Section ds0,Reminds me of the chart from the library...,Przypomina mi wykres z biblioteki...
Examine/LabBoardExamLeft/Section ds2,The one from the chalkboard?,Ten z tablicy?
Examine/LabBoardExamLeft/Section ds3,Yeah...,Tak...
Examine/LabBoardExamMiddle/Section ds0,...is that a periodic table?,...to tablica okresowa pierwiastków?
Examine/LabBoardExamMiddle/Section ds1,No.,Nie.
Examine/LabBoardExamMiddle/Section ds2,...But it does kinda look like one.,...Ale trochę tak wygląda.
Examine/LabBoardExamMiddle/Section ds3,What are those symbols?,Co to za symbole?
Examine/LabBoardExamMiddle/Section ds4,They're alchemic symbols-,To symbole alchemiczne-
Examine/LabBoardExamMiddle/Section ds5,"-mostly based on the planets, the sun, the moon - stuff like that.","-głównie oparte na planetach, słońcu, księżycu - takie tam rzeczy."
Examine/LabBoardExamMiddle/Section ds6,Huh.,Huh.
Examine/LabBoardExamNoIdea/Section ds0,Any idea what this is?,"Masz pojęcie, co to jest?"
Examine/LabBoardExamNoIdea/Section ds2,Nope.,Nie mam.
Examine/LabBoardExamRight/Section ds0,Didn't we see those same symbols in the greenhouse?,Czy nie widzieliśmy tych samych symboli w szklarni?
Examine/LabBoardExamRight/Section ds3,This looks like it was drawn in a hurry...,"Wygląda, jakby to narysowano w pośpiechu..."
Examine/Let's go to the crime scene first./Section ds0,Let's head to the crime scene first.,Skierujmy się najpierw na miejsce zbrodni.
Examine/Let's go to the crime scene first./Section ds1,"It's at the top of the West tower, I think.",Jest chyba na szczycie zachodniej wieży.
Examine/LibraryExamBase/Section ds0,What exactly does that mean? What [h]is[/h] must?,Co to dokładnie znaczy? Co to [h]jest[/h] stęchłość?
Examine/LibraryExamBase/Section ds1,It's musty in here.,Jest tu stęchło.
Examine/LibraryExamBase/Section ds2,Must...,Stęchłość...
Examine/LibraryExamBase/Section ds3,...you ask such stupid questions?,...zadajesz takie głupie pytania?
Examine/LibraryExamBase/Section ds4,Nice.,Ładnie.
Examine/LibraryExamBook/Section ds0,It's been left open. Looks like somebody was halfway through reading it...,"Została zostawiona otwarta. Wygląda, jakby ktoś czytał ją w połowie..."
Examine/LibraryExamBook/Section ds1,Or...,Albo...
Examine/LibraryExamBook/Section ds2,Ever so slightly unnerving.,Delikatnie niepokojące.
Examine/LibraryExamBook/Section ds5,-it was left open for us to [h]find.[/h],"-została zostawiona otwarta, żebyśmy ją [h]znaleźli.[/h]"
Examine/LibraryExamBook/Section ds6,It's an illustrated book about birds.,To ilustrowana książka o ptakach.
Examine/LibraryExamBottles/Section ds0,Uh... what's in those bottles?,Yy... co jest w tych butelkach?
Examine/LibraryExamBottles/Section ds1,I'm not sure.,Nie jestem pewna.
Examine/LibraryExamBottles/Section ds2,...soil samples?,...próbki gleby?
Examine/LibraryExamChalkboard/Section ds0,A chalkboard.,Tablica kredowa.
Examine/LibraryExamChalkboard/Section ds2,...is this a library or a [i]classroom?[/i],...to biblioteka czy [i]sala lekcyjna?[/i]
Examine/LibraryExamChalkboard/Section ds2 Choice 1,Look closer.,Przyjrzyj się bliżej.
Examine/LibraryExamChalkboard/Section ds2 Choice 2,Leave it alone.,Zostaw to w spokoju.
Examine/LibraryExamLabelBird/Section ds0,Books about birds.,Książki o ptakach.
Examine/LibraryExamLabelBird/Section ds1,"The shelves are about...
[i]half[/i]-empty.","Półki są w jakiejś...
[i]połowie[/i] puste."
Examine/LibraryExamLabelBird/Section ds2,"Oh, so you're a [i]'the shelves are half-empty'[/i] kind of person?","Och, więc jesteś typem osoby, który mówi [i]'półki są w połowie puste'[/i]?"
Examine/LibraryExamLabelBird/Section ds3,You knew this already.,Już to wiedziałeś.
Examine/LibraryExamLabelBug/Section ds0,Books about insects.,Książki o owadach.
Examine/LibraryExamLabelBug/Section ds1,Well- [i]theoretically.[/i],Cóż- [i]teoretycznie.[/i]
Examine/LibraryExamLabelBug/Section ds2,There's not a single book on that shelf.,Na tej półce nie ma ani jednej książki.
Examine/LibraryExamLabelBug/Section ds3,Huh.,Huh.
Examine/LibraryExamLabelCastle/Section ds0,"Books about... ancient history?
I think?","Książki o... starożytnej historii?
Chyba?"
Examine/LibraryExamLabelCastle/Section ds1,These books [h]are[/h] ancient history.,Te książki [h]są[/h] starożytną historią.
Examine/LibraryExamLabelCastle/Section ds2,I think they'd crumble into dust if I tried to pick them up.,"Myślę, że rozpadłyby się w pył, gdybym próbowała je podnieść."
Examine/LibraryExamLabelCastle/Section ds3,Good excuse.,Niezła wymówka.
Examine/LibraryExamLabelCastle/Section ds4,Thanks.,Dzięki.
Examine/LibraryExamLabelMountain/Section ds0,Skip.,Pomijamy.
Examine/LibraryExamLabelMountain/Section ds1,Books about geography.,Książki o geografii.
Examine/LibraryExamLabelStar/Section ds0,Books about space.,Książki o kosmosie.
Examine/LibraryExamLabelStar/Section ds1,They're relatively untouched.,Są stosunkowo nietknięte.
Examine/LibraryExamLabelTree/Section ds0,Books about... nature?,Książki o... naturze?
Examine/LibraryExamSnowglobe/Section ds0,Of sorts.,W pewnym sensie.
Examine/LibraryExamSnowglobe/Section ds0 Choice 1,Look closer.,Przyjrzyj się bliżej.
Examine/LibraryExamSnowglobe/Section ds0 Choice 2,Leave it alone.,Zostaw to w spokoju.
Examine/LibraryExamSnowglobe/Section ds8,-is that... a snowglobe?,-czy to... kula śniegowa?
Examine/LibraryExamWindow/Section ds0,Sure.,Jasne.
Examine/LibraryExamWindow/Section ds1,The search for new knowledge...,Poszukiwanie nowej wiedzy...
Examine/LibraryExamWindow/Section ds2,The archiving of old knowledge...,Archiwizacja starej wiedzy...
Examine/LibraryExamWindow/Section ds3,It's downright [h]poetic.[/h],To wręcz [h]poetyckie.[/h]
Examine/LibraryExamWindow/Section ds4,Why [h]not[/h] build a science lab in the corner of the library?,Czemu [h]nie[/h] zbudować laboratorium naukowego w rogu biblioteki?
Examine/LibraryExamdroppedbook/Section ds0,A book... on the floor.,Książka... na podłodze.
Examine/LibraryExamdroppedbook/Section ds5,'Fundamental Entomology'.,'Podstawy entomologii'.
Examine/LibraryExamdroppedbook/Section ds6,"Hm.
I guess somebody dropped it.","Hm.
Chyba ktoś ją upuścił."
Examine/Locked Bedroom/Section ds0,Locked.,Zamknięte.
Examine/Locked Bedroom/Section ds2,...,...
Examine/Locked Bedroom/Section ds3,...,...
Examine/Locked Bedroom/Section ds4,Locked.,Zamknięte.
Examine/Locked Bedroom/Section ds5,Locked.,Zamknięte.
Examine/Locked Bedroom/Section ds6,...,...
Examine/Locked Bedroom/Section ds7,It's locked.,Jest zamknięte.
Examine/Locked Bedroom/Section ds8,...,...
Examine/Locked Rooftop Garden/Section ds0,Locked.,Zamknięte.
Examine/Locked Rooftop Garden/Section ds1,There must be [h]some[/h] way to get it open...,"Musi być [h]jakiś[/h] sposób, żeby to otworzyć..."
Examine/Locked Rooftop Garden/Section ds2,...,...
Examine/LockedBoxExamine/Section ds1,...is that an egg?,...to jajko?
Examine/LockedBoxExamine/Section ds2,It's also covered in gemstones.,Jest też pokryte kamieniami szlachetnymi.
Examine/LockedBoxExamine/Section ds3,What a completely ordinary object.,Cóż za zupełnie zwyczajny przedmiot.
Examine/LockedBoxExamine/Section ds3 Choice 1,Look closer.,Przyjrzyj się bliżej.
Examine/LockedBoxExamine/Section ds3 Choice 2,Leave it alone.,Zostaw to w spokoju.
Examine/LockedBoxExamine/Section ds4,An egg... with bird feet.,Jajko... z ptasimi nóżkami.
Examine/LockedBoxFelixDone/Section ds0,We already solved it.,Już to rozwiązaliśmy.
Examine/LockedBoxFelixExamine/Section ds0,Nice - a real treasure chest...,Ładnie - prawdziwa skrzynia skarbów...
Examine/LockedBoxFelixExamine/Section ds1,Why else would it be locked?,A po co innego byłaby zamknięta?
Examine/LockedBoxFelixExamine/Section ds3,Plus there's a treasure map hanging directly above it.,Poza tym wisi nad nią bezpośrednio mapa skarbów.
Examine/LockedBoxFelixExamine/Section ds3 Choice 1,Look closer.,Przyjrzyj się bliżej.
Examine/LockedBoxFelixExamine/Section ds3 Choice 2,Leave it alone.,Zostaw to w spokoju.
Examine/LockedBoxFelixExamine/Section ds5,How do you know there's treasure in there?,"Skąd wiesz, że jest w niej skarb?"
Examine/LockedBoxFelixFailed1/Section ds0,Nothing.,Nic.
Examine/LockedBoxFelixFailed1/Section ds1,Did you check the treasure map for clues?,Sprawdziłaś mapę skarbów pod kątem tropów?
Examine/LockedBoxFelixFailed1/Section ds2,And what about that painting on the chest itself?,A co z tym obrazem na samej skrzyni?
Examine/LockedBoxFelixFailed2/Section ds0,Still locked.,Wciąż zamknięte.
Examine/LockedBoxFelixFailed2/Section ds1,I think there's a connection between the painting and the treasure map...,"Myślę, że jest jakiś związek między obrazem a mapą skarbów..."
Examine/LockedBoxFelixFailed2/Section ds2,"Like they're... different versions of the same thing, maybe?","Jakby były... różnymi wersjami tej samej rzeczy, może?"
