term,en,pl
Conversation/FloraIntro/Section ds15,...?,...?
Conversation/FloraIntro/Section ds16,......,......
Conversation/FloraIntro/Section ds17,Nothing.,Nic.
Conversation/FloraIntro/Section ds18,Not sure.,Nie jestem pewna.
Conversation/FloraIntro/Section ds19,...,...
Conversation/FloraIntro/Section ds2,...,...
Conversation/FloraIntro/Section ds20,"I'm sure you're still...
...in some distress.","Jestem pewien, że wciąż jesteś...
...w jakimś rozstroju."
Conversation/FloraIntro/Section ds4,Hey... sorry to barge in.,Hej... przepraszamy za najście.
Conversation/FloraIntro/Section ds5,"We need to ask you a few questions, I'm afraid.","Obawiam się, że musimy zadać ci kilka pytań."
Conversation/FloraIntro/Section ds6,......,......
Conversation/FloraIntro/Section ds7,"...did you witness the murder, Flora?","...widziałaś morderstwo, Flora?"
Conversation/FloraIntro/Section ds8,......,......
Conversation/FloraIntro/Section ds9,[i]What do we do?[/i],[i]Co robimy?[/i]
Conversation/FloraLuteStatue/Section ds8,...,...
Conversation/FloraOrnateTrowel/Section ds8,...,...
Conversation/FloraPaintedFigurine/Section ds10,It's a little model of you.,To twoja mała figurka.
Conversation/FloraPaintedFigurine/Section ds11,Who are the other people next to you?,Kim są pozostali ludzie obok ciebie?
Conversation/FloraPaintedFigurine/Section ds12,...,...
Conversation/FloraPaintedFigurine/Section ds8,"...you haven't seen this yet, have you?","...jeszcze tego nie widziałaś, prawda?"
Conversation/FloraPaintedFigurine/Section ds9,...,...
Conversation/FloraPaintedPortrait/Section ds20,Did you ask Freya to paint this?,"Poprosiłaś Freyę, żeby to namalowała?"
Conversation/FloraPaintedPortrait/Section ds21,...,...
Conversation/FloraPaintedPortrait/Section ds22,"What is that you're holding in the painting, Flora?","Co trzymasz na tym obrazie, Flora?"
Conversation/FloraPaintedPortrait/Section ds23,Some people have been saying it's a knife.,"Niektórzy twierdzą, że to nóż."
Conversation/FloraPaintedPortrait/Section ds24,... ,... 
Conversation/FloraPaintedPortrait/Section ds25,Or was it her idea?,Czy to był jej pomysł?
Conversation/FloraPaintingTools/Section ds8,...,...
Conversation/FloraPenny/Section ds2,What do you know about Penny?,Co wiesz o Penny?
Conversation/FloraPenny/Section ds3,...,...
Conversation/FloraPenny/Section ds4,"I can't really imagine those two being friends, to be honest...","Szczerze mówiąc, trudno mi sobie wyobrazić, że te dwie się przyjaźnią..."
Conversation/FloraPenny/Section ds5,You never know.,Nigdy nie wiadomo.
Conversation/FloraPennysBirds/Section ds10,Or... birds in general?,Albo... ogólnie o ptakach?
Conversation/FloraPennysBirds/Section ds8,...do you know anything about these birds?,...wiesz coś o tych ptakach?
Conversation/FloraPennysBirds/Section ds9,...,...
Conversation/FloraPhotoCorner/Section ds8,...,...
Conversation/FloraPhotoofPainting/Section ds8,...,...
Conversation/FloraPointer/Section ds2,You know the guy in the other tower? Weird astronomy professor guy?,Znasz faceta z drugiej wieży? Tego dziwnego profesora astronomii?
Conversation/FloraPointer/Section ds3,...,...
Conversation/FloraPointer/Section ds4,Can you [h]see[/h] him from your window?,[h]Widzisz[/h] go ze swojego okna?
Conversation/FloraPointer/Section ds5,...can he see [h]you?[/h],...a on widzi [h]ciebie?[/h]
Conversation/FloraPointer/Section ds6,...,...
Conversation/FloraPoppy/Section ds2,Do you and Poppy get along?,Dogadujesz się z Poppy?
Conversation/FloraPoppy/Section ds3,...,...
Conversation/FloraPoppy/Section ds4,...,...
Conversation/FloraPoppy/Section ds5,Grimoire - what could you [h]possibly[/h] be writing down?,Grimoire - co ty tam możesz [h]w ogóle[/h] zapisywać?
Conversation/FloraPoppy/Section ds6,"Oh, no I gave up making notes [h]ages[/h] ago.","Och, przestałem robić notatki [h]wieki[/h] temu."
Conversation/FloraPoppy/Section ds7,"Nothing.
Shocker.","Nic.
Ależ zaskoczenie."
Conversation/FloraPoppy/Section ds8,Now I'm just doodling in the margins.,Teraz tylko bazgrzę po marginesach.
Conversation/FloraPottedPlant/Section ds8,...,...
Conversation/FloraRippedPhoto/Section ds8,"This a photo of Fifi, isn't it? Your daughter?","To zdjęcie Fifi, prawda? Twojej córki?"
Conversation/FloraRippedPhoto/Section ds9,...,...
Conversation/FloraSecretDiary/Section ds11,...,...
Conversation/FloraSheetMusic/Section ds8,...,...
Conversation/FloraShortTelescope/Section ds8,...,...
Conversation/FloraSparklyFruit/Section ds8,...,...
Conversation/FloraStatement/Section ds1,"Flora, you were definitely in the room at the time of the murder... [h]surely[/h] you must have seen something?","Flora, na pewno byłaś w pokoju w chwili morderstwa... [h]przecież[/h] musiałaś coś widzieć?"
Conversation/FloraStatement/Section ds15,Maybe she really [h]doesn't[/h] know anything.,Może naprawdę [h]nic[/h] nie wie.
Conversation/FloraStatement/Section ds16,How is that [h]possible?[/h],Jak to [h]możliwe?[/h]
Conversation/FloraStatement/Section ds17,...,...
Conversation/FloraStatement/Section ds3,......,......
Conversation/FloraStatement/Section ds4,Can you tell me [h]anything[/h] about what happened to Freya?,"Możesz nam powiedzieć [h]cokolwiek[/h] o tym, co stało się z Freyą?"
Conversation/FloraStatement/Section ds6,......,......
Conversation/FloraStatement/Section ds7,...she's acting pretty suspicious if you ask me.,"...jeśli mnie pytasz, zachowuje się dość podejrzanie."
Conversation/FloraStatement/Section ds8,I dunno...,Nie wiem...
Conversation/FloraSuspicion/Section ds1,"So.
This painting.","A więc.
Ten obraz."
Conversation/FloraSuspicion/Section ds10,Something to explain what that knife shape actually [h]is.[/h],"Czegoś, co wyjaśni, czym ten kształt przypominający nóż właściwie [h]jest.[/h]"
Conversation/FloraSuspicion/Section ds11,......,......
Conversation/FloraSuspicion/Section ds15,,
Conversation/FloraSuspicion/Section ds16,......,......
Conversation/FloraSuspicion/Section ds18,It's definitely the right [h]shape...[/h],To zdecydowanie właściwy [h]kształt...[/h]
Conversation/FloraSuspicion/Section ds2,Specifically that [h]knife[/h] in Flora's hand...,A konkretnie ten [h]nóż[/h] w dłoni Flory...
Conversation/FloraSuspicion/Section ds22,......,......
Conversation/FloraSuspicion/Section ds23,And come to think of it - why would Flora be holding a feather in the painting [h]anyway?[/h],A tak właściwie - dlaczego Flora miałaby [h]w ogóle[/h] trzymać pióro na obrazie?
Conversation/FloraSuspicion/Section ds24,[h]This[/h] little thing?,[h]Ta[/h] mała rzecz?
Conversation/FloraSuspicion/Section ds26,"I don't understand why Felix would make a model of this bird, as part of a gift for Flora.","Nie rozumiem, dlaczego Felix miałby zrobić model tego ptaka na prezent dla Flory."
Conversation/FloraSuspicion/Section ds28,,
Conversation/FloraSuspicion/Section ds29,"She kept the bird as a pet...
-and it died?","Miała tego ptaka jako zwierzątko...
-i umarł?"
Conversation/FloraSuspicion/Section ds30,Maybe.,Może.
Conversation/FloraSuspicion/Section ds31,...,...
Conversation/FloraSuspicion/Section ds32,"But the book's not in [h]colour.[/h]
The thing Flora's holding in the painting is red and white, specifically.","Ale książka nie jest [h]kolorowa.[/h]
A przedmiot, który Flora trzyma na obrazie, jest wyraźnie czerwono-biały."
Conversation/FloraSuspicion/Section ds34,Either way - she kept the feather. I think it was pretty important to her.,"Tak czy inaczej - zachowała pióro. Myślę, że było dla niej bardzo ważne."
Conversation/FloraSuspicion/Section ds36,......,......
Conversation/FloraSuspicion/Section ds37,Alright. So she was holding the feather while Freya was painting her.,"Dobrze. Czyli trzymała pióro, kiedy Freya ją malowała."
Conversation/FloraSuspicion/Section ds38,You'd think she'd keep it somewhere close by.,"Można by sądzić, że trzyma je gdzieś w pobliżu."
Conversation/FloraSuspicion/Section ds39,Yeah. I think she does - normally.,Tak. Chyba zwykle tak właśnie robi.
Conversation/FloraSuspicion/Section ds4,......,......
Conversation/FloraSuspicion/Section ds4 Choice 1,It's not a knife.,To nie jest nóż.
Conversation/FloraSuspicion/Section ds4 Choice 2,The knife is still in this room.,Nóż nadal jest w tym pokoju.
Conversation/FloraSuspicion/Section ds4 Choice 3,The knife was taken by the murderer.,Nóż został zabrany przez mordercę.
Conversation/FloraSuspicion/Section ds40,[c]This[/c] is where Flora usually keeps her feather.,[c]Tutaj[/c] Flora zwykle trzyma swoje pióro.
Conversation/FloraSuspicion/Section ds43,But we opened it. It's empty.,Ale je otworzyliśmy. Jest puste.
Conversation/FloraSuspicion/Section ds44,Mhm.,Mhm.
Conversation/FloraSuspicion/Section ds45,......,......
Conversation/FloraSuspicion/Section ds47,The knife is still in this room.,Nóż nadal jest w tym pokoju.
Conversation/FloraSuspicion/Section ds48,The knife was taken by the murderer.,Nóż został zabrany przez mordercę.
Conversation/FloraSuspicion/Section ds49,Completely [h]empty.[/h],Zupełnie [h]puste.[/h]
Conversation/FloraSuspicion/Section ds5,"Yeah. It's creepy.
But we didn't [h]find[/h] a knife anywhere in the room.","Tak. Jest upiorny.
Ale nigdzie w pokoju nie [h]znaleźliśmy[/h] noża."
Conversation/FloraSuspicion/Section ds52,It's not a knife.,To nie jest nóż.
Conversation/FloraSuspicion/Section ds54,Let's take a closer look at this.,Przyjrzyjmy się temu dokładniej.
Conversation/FloraSuspicion/Section ds56,,
Conversation/FloraSuspicion/Section ds58,,
Conversation/FloraSuspicion/Section ds59,...is there [c]anything[/c] to suggest that the Inkdip bird is red and white too?,"...czy [c]coś[/c] wskazuje na to, że ptak Inkdip też był czerwono-biały?"
Conversation/FloraSuspicion/Section ds6,So what's going on?,Więc o co chodzi?
Conversation/FloraSuspicion/Section ds61,Flora spends all her time staring out the window...,Flora całymi dniami wpatruje się przez okno...
Conversation/FloraSuspicion/Section ds63,,
Conversation/FloraSuspicion/Section ds65,Maybe it flew away.,Może odleciał.
Conversation/FloraSuspicion/Section ds7,Wait. I'm confused.,Czekaj. Jestem zdezorientowany.
Conversation/FloraSuspicion/Section ds74,But where is it [h]now?[/h],Ale gdzie jest [h]teraz?[/h]
Conversation/FloraSuspicion/Section ds8,...me too.,...ja też.
Conversation/FloraSuspicion/Section ds81,We need a [c]clue[/c] to compare with the painting.,"Potrzebujemy [c]tropu[/c], żeby porównać go z obrazem."
Conversation/FloraSuspicion/exitClueRequest0,Something which explains the knife-like object in the painted portrait.,"Coś, co wyjaśnia przedmiot przypominający nóż na portrecie."
Conversation/FloraSuspicion/exitClueRequest2,Something which suggests the Inkdip bird was red and white.,"Coś, co sugeruje, że ptak Inkdip był czerwono-biały."
Conversation/FloraSuspicion/exitClueRequest3,Somewhere Flora usually keeps her feather.,"Miejsce, w którym Flora zwykle trzyma swoje pióro."
Conversation/FloraTangleTower/Section ds20,...,...
Conversation/FloraWireReel/Section ds10,Guess not.,Chyba nie.
Conversation/FloraWireReel/Section ds8,Do you know what this is?,"Wiesz, co to jest?"
Conversation/FloraWireReel/Section ds9,...,...
Conversation/FloraYesterday/Section ds1,Freya was painting your portrait yesterday... is that right?,Freya malowała wczoraj twój portret... zgadza się?
Conversation/FloraYesterday/Section ds2,......,......
Conversation/FloraYesterday/Section ds3,Was this something you had [h]planned[/h] with her - ahead of time?,Czy [h]planowałyście[/h] to wcześniej?
Conversation/FloraYesterday/Section ds4,Was there something [h]special[/h] about yesterday?,Czy wczorajszy dzień był z jakiegoś powodu [h]wyjątkowy?[/h]
Conversation/FloraYesterday/Section ds5,Did you [h]talk[/h] to Freya at all while she was... painting you?,"[h]Rozmawiałaś[/h] w ogóle z Freyą, kiedy cię... malowała?"
Conversation/FloraYesterday/Section ds6,"She's not going to answer us, is she?","Nie odpowie nam, prawda?"
Conversation/FloraYesterday/Section ds7,......,......
Conversation/FloraYesterday/Section ds8,Nope.,Nie.
Conversation/FloraYesterday/Section ds9,But at least we can say we tried.,"Ale przynajmniej możemy powiedzieć, że próbowaliśmy."
Conversation/FloraYourself/Section ds10,......,......
Conversation/FloraYourself/Section ds11,I don't really know anything about you at all.,Właściwie nic o tobie nie wiem.
Conversation/FloraYourself/Section ds12,I think that's the way she likes it.,Chyba właśnie tak jej się podoba.
Conversation/FloraYourself/Section ds13,We'll just have to ask other people about her.,Będziemy musieli popytać o nią innych.
Conversation/FloraYourself/Section ds16,"Yeah, okay.",No dobrze.
Conversation/FloraYourself/Section ds17,...,...
Conversation/FloraYourself/Section ds8,......?,......?
Conversation/FloraYourself/Section ds9,"-is there anything you'd like to tell us, Flora?","-chciałabyś nam coś powiedzieć, Flora?"
Conversation/HawkshawAngryLetter/Section ds10,It's useless until you can prove to whom it concerns.,"Ten list jest bezużyteczny, dopóki nie udowodnicie, kogo dotyczy."
Conversation/HawkshawAngryLetter/Section ds11,[h]Can[/h] you do that?,[h]Potraficie[/h] to udowodnić?
Conversation/HawkshawAngryLetter/Section ds12,...no.,...nie.
Conversation/HawkshawAngryLetter/Section ds13,No.,Nie.
Conversation/HawkshawAngryLetter/Section ds9,Conveniently left anonymous.,Jakże wygodnie - bez podpisu.
Conversation/HawkshawBirdBook/Section ds10,...it's about birds.,...jest o ptakach.
Conversation/HawkshawBirdBook/Section ds11,"Yes.
I see that.","Tak.
Widzę."
Conversation/HawkshawBirdBook/Section ds7,"A book from the library.
One of [h]hundreds,[/h] no doubt.","Książka z biblioteki.
Jedna z [h]setek,[/h] bez wątpienia."
Conversation/HawkshawBirdBook/Section ds9,What makes this one special?,Co w niej takiego wyjątkowego?
Conversation/HawkshawCaseFile/Section ds20,You truly consider this a case file?,Naprawdę uważasz to za akta sprawy?
Conversation/HawkshawCaseFile/Section ds21,"No organisation.
No [h]system.[/h]","Brak organizacji.
Żadnego [h]systemu.[/h]"
Conversation/HawkshawCaseFile/Section ds22,What's wrong with it?,Co z nimi nie tak?
Conversation/HawkshawCaseFile/Section ds23,That's my style.,Taki mam styl.
Conversation/HawkshawCaseFile/Section ds24,I like seeing everything laid out at once - helps me think.,Lubię mieć wszystko przed oczami - łatwiej mi wtedy myśleć.
Conversation/HawkshawCaseFile/Section ds25,...how quaint.,...jakże uroczo.
Conversation/HawkshawCeramicEgg/Section ds10,Hiding... something in there.,Ukrywać... coś w środku.
Conversation/HawkshawCeramicEgg/Section ds11,"It was empty yesterday, too?",Wczoraj też było puste?
Conversation/HawkshawCeramicEgg/Section ds12,"It was.
Perhaps it's always been empty.","Było.
Być może zawsze było puste."
Conversation/HawkshawCeramicEgg/Section ds7,"You got it open, I'm impressed.",Udało wam się je otworzyć. Jestem pod wrażeniem.
Conversation/HawkshawCeramicEgg/Section ds9,I managed it myself yesterday. I thought Flora might be hiding the-,"Samodzielnie otworzyłam je wczoraj. Myślałam, że Flora może ukrywać w nim-"
